u1,u2,u3,u4
-1.2048285007476807,0.25957974791526794,-0.9283046722412109,0.2668203115463257
0.4426538944244385,1.0091718435287476,1.4475592374801636,0.6924760937690735
0.7399796843528748,0.11669176816940308,1.1110963821411133,0.08083738386631012
0.5103529095649719,0.6487977504730225,-0.399951696395874,0.22055283188819885
0.27881303429603577,0.61664217710495,0.34343332052230835,0.09131019562482834
-0.6530353426933289,-0.5562101602554321,-0.3602524399757385,-0.3169771134853363
0.6222497224807739,-1.012854814529419,1.0437999963760376,1.5181716680526733
-0.7252787947654724,1.2615114450454712,-0.135337695479393,-2.6895322799682617
-0.4842887818813324,1.065151572227478,-1.6149019002914429,-0.8398699760437012
-1.4054473638534546,-1.0423630475997925,-0.7821692824363708,0.14601214230060577
0.6350437998771667,-0.5400492548942566,-0.32597771286964417,1.9580873250961304
-0.6766185760498047,-0.7124595642089844,-0.6388629078865051,1.2271149158477783
0.9765278100967407,-1.1739972829818726,0.21383292973041534,0.5102841854095459
1.284942626953125,0.5005948543548584,1.2534639835357666,-1.8546639680862427
-0.9568846821784973,-0.576387345790863,-0.0752105638384819,0.3329325020313263
0.6495959162712097,1.1374695301055908,0.09209367632865906,-1.409623146057129
-0.3325003981590271,1.2241142988204956,0.047717850655317307,-0.7217649817466736
-1.038352370262146,-0.02701597474515438,0.5394080877304077,-1.3892148733139038
-0.28863629698753357,-1.4402003288269043,-0.2754916250705719,-0.04109318181872368
-1.0927361249923706,0.11150027811527252,-1.4678486585617065,2.5196921825408936
0.9771219491958618,-0.7140392661094666,-0.41589823365211487,-0.14624440670013428
0.8916707038879395,-1.488927960395813,0.15534602105617523,0.8385866284370422
-0.3555541932582855,-0.46575435996055603,0.0912235900759697,0.35586729645729065
0.15620480477809906,-0.3969728350639343,0.04379763454198837,0.9939921498298645
0.2998303771018982,0.045375894755125046,-1.1436184644699097,-0.24350126087665558
-0.16290989518165588,-0.470823734998703,0.7044016718864441,-0.9696212410926819
-0.7240027189254761,0.7847607731819153,-0.011631443165242672,0.5952237248420715
-1.2746933698654175,0.7529678344726562,0.3798823356628418,0.051053889095783234
1.454158902168274,0.7996060848236084,0.7497179508209229,-0.3933972418308258
-0.05880417302250862,-1.5711272954940796,0.3097170293331146,-0.7104190587997437
1.6689900159835815,-0.5967485904693604,-1.3499270677566528,-0.5192110538482666
0.27183064818382263,-0.019939441233873367,-1.2748891115188599,0.09335406869649887
1.0805596113204956,0.008463856764137745,0.12204404175281525,-1.4245638847351074
1.087941288948059,-0.6623086333274841,0.555864691734314,-0.6468177437782288
-0.8589881062507629,0.5771012306213379,0.31066620349884033,0.6404289603233337
-0.5700001120567322,-0.866714596748352,-0.0763193815946579,1.0424383878707886
-0.5332295298576355,-0.9830368161201477,-0.486783504486084,0.6398308873176575
-0.16236113011837006,-0.6347687244415283,0.5354720950126648,0.20945557951927185
0.9739806056022644,1.0059499740600586,-0.44915518164634705,-0.982386589050293
0.271708220243454,-0.16209325194358826,-1.9158321619033813,0.15713092684745789
1.0176743268966675,0.12938465178012848,-0.8640615344047546,-0.6185659766197205
1.1870466470718384,0.10068084299564362,-0.08037558197975159,-1.3943990468978882
1.045414924621582,-0.6130537390708923,-0.1369922161102295,-0.5041096210479736
-0.28545162081718445,-0.17473013699054718,-0.7819580435752869,-0.3453216850757599
0.41973254084587097,0.1855991929769516,-0.1728150099515915,-0.610162079334259
0.6669256687164307,-0.5282060503959656,-0.9748884439468384,0.5049331784248352
0.6117547154426575,0.15738846361637115,-0.6260390281677246,0.22298085689544678
0.27609333395957947,0.031366586685180664,0.6094964146614075,0.13807488977909088
-0.1825529783964157,-0.5124870538711548,0.03611580654978752,-0.9429733753204346
0.6308171153068542,-1.7480047941207886,-0.5690984129905701,-0.40481048822402954
0.5947391390800476,-0.7657261490821838,0.3738659918308258,-0.13740694522857666
-0.9695354700088501,-0.02918395772576332,0.9332278370857239,-0.66592937707901
0.3402006924152374,0.4348645806312561,0.30020448565483093,0.3013423681259155
0.6442341804504395,-0.31913310289382935,1.4962562322616577,1.5835175514221191
-0.6255099773406982,0.055355098098516464,-1.413833498954773,-0.21809415519237518
0.34790539741516113,1.2873668670654297,-0.43269219994544983,-0.3136826753616333
-0.8189784288406372,0.5116755366325378,-0.30102288722991943,-2.540951728820801
-0.9345731735229492,-0.6903442144393921,0.9234254956245422,-0.1716872900724411
-1.075778841972351,0.21862702071666718,0.3352639377117157,1.4578832387924194
0.7943205833435059,0.7065454125404358,0.16517865657806396,0.8801283836364746
-0.4592275321483612,0.2526676058769226,0.29628947377204895,1.5244024991989136
0.8152999877929688,1.2297333478927612,-0.7338753342628479,-0.34251999855041504
0.039410851895809174,0.30370816588401794,0.8592732548713684,1.3399338722229004
0.41642141342163086,-0.24921059608459473,0.9686328768730164,2.1577582359313965
-0.3727068603038788,-0.35276660323143005,-1.2899551391601562,0.27326202392578125
0.6974488496780396,0.5689823031425476,-0.6984394788742065,-1.249887228012085
-1.2443432807922363,-0.10923194140195847,1.3155943155288696,-0.15419282019138336
1.1480077505111694,0.3584462106227875,0.40549251437187195,-1.007553219795227
0.5654849410057068,-0.8402401804924011,1.1322013139724731,0.4708901345729828
-1.254622220993042,0.749051570892334,0.13324491679668427,0.7505720853805542
1.0156267881393433,-0.3465113043785095,0.055046405643224716,0.1998872011899948
0.48796749114990234,0.6560787558555603,0.05010155588388443,-0.5151553153991699
1.2258098125457764,-1.1208781003952026,-0.7021575570106506,-0.0587727390229702
1.0886467695236206,0.18808002769947052,0.5376572012901306,0.0018564175115898252
-1.1893304586410522,1.2657727003097534,0.716866672039032,-0.4299023151397705
0.499028742313385,-1.9499454498291016,-0.8756783604621887,1.0515716075897217
0.009571094997227192,-0.4409278929233551,0.0857643187046051,1.3222349882125854
0.6682941913604736,-1.338216781616211,0.38542088866233826,-0.11878495663404465
-0.6800705790519714,0.5839306116104126,0.7792662382125854,-1.2470778226852417
0.1629970371723175,1.790506362915039,-0.6629748344421387,0.3826870918273926
-1.0883231163024902,0.8683649897575378,-0.4485951066017151,1.259722113609314
0.5187926292419434,0.4521809220314026,-0.6382562518119812,0.12029944360256195
-1.2646613121032715,-0.7394029498100281,1.6272602081298828,-0.28255531191825867
-0.3389531672000885,-0.8090592622756958,-0.38940665125846863,-0.8247650265693665
