A,R,T,Y
1.0,1.2587478160858154,-2.3643031120300293,0.0
0.0,0.8734634518623352,3.0796570777893066,1.0
1.0,0.4303763210773468,0.7546671628952026,1.0
1.0,1.4064233303070068,-0.15004095435142517,1.0
1.0,-0.23454254865646362,1.1174812316894531,0.0
1.0,0.4996410608291626,-1.5536468029022217,0.0
0.0,-1.958120346069336,2.931605339050293,0.0
0.0,0.4668157696723938,-1.5639355182647705,0.0
0.0,1.038716435432434,0.7011430859565735,1.0
0.0,-1.0700089931488037,-1.3949205875396729,0.0
1.0,-0.02597367763519287,2.605113983154297,0.0
0.0,-1.3879930973052979,3.103695869445801,1.0
1.0,-2.3774867057800293,-1.3233751058578491,0.0
1.0,0.44597312808036804,-0.2122633457183838,0.0
1.0,-1.4652774333953857,-0.9436664581298828,0.0
1.0,2.082272529602051,-3.832272529602051,0.0
0.0,1.7200666666030884,-1.2953500747680664,1.0
0.0,-1.146830439567566,-1.253200650215149,0.0
1.0,-0.6514816284179688,-0.8289265036582947,0.0
0.0,1.4226562976837158,3.7435028553009033,1.0
0.0,-2.4156651496887207,0.607853889465332,1.0
1.0,-1.6545047760009766,0.8949534893035889,1.0
0.0,-0.3656947612762451,-0.1359301209449768,0.0
0.0,1.2180867195129395,1.9651310443878174,1.0
1.0,-0.19118426740169525,-1.0153777599334717,0.0
1.0,-3.4114043712615967,-2.9450552463531494,0.0
1.0,0.16397297382354736,0.1395845115184784,1.0
1.0,1.7770034074783325,-0.7688148617744446,0.0
1.0,0.1261785626411438,0.46483924984931946,1.0
1.0,-0.33638250827789307,-2.1457722187042236,0.0
1.0,-1.0399580001831055,-0.9084283113479614,0.0
1.0,-1.2965404987335205,-0.9662612676620483,0.0
0.0,-0.19678522646427155,-0.44891560077667236,0.0
1.0,-0.08496898412704468,-0.7106560468673706,1.0
0.0,1.6269696950912476,3.5254554748535156,1.0
1.0,-1.2179806232452393,0.45542070269584656,0.0
0.0,-1.3453834056854248,1.0759057998657227,0.0
0.0,-1.4574155807495117,0.18454313278198242,0.0
1.0,-0.5676062107086182,-1.1459492444992065,1.0
1.0,-0.581994891166687,0.10182160139083862,0.0
0.0,1.9173120260238647,1.3414720296859741,1.0
1.0,-1.074599266052246,-1.774111032485962,0.0
1.0,-0.27448052167892456,-0.46321552991867065,0.0
1.0,0.5878121256828308,-1.1359413862228394,0.0
0.0,-1.191105842590332,-0.7547598481178284,0.0
0.0,-0.6178434491157532,2.0312862396240234,1.0
1.0,-0.1094493716955185,1.2391879558563232,0.0
0.0,0.9445112943649292,0.36906707286834717,1.0
1.0,1.0733307600021362,-0.5887298583984375,1.0
1.0,-2.4593708515167236,-1.0826102495193481,0.0
0.0,-1.5299608707427979,-0.134161114692688,0.0
0.0,-0.975916862487793,-0.8747559785842896,1.0
1.0,2.1724135875701904,-0.24814337491989136,0.0
1.0,-1.1142957210540771,1.2569026947021484,1.0
0.0,0.9588442444801331,-2.1337344646453857,0.0
1.0,1.4333107471466064,-1.0169904232025146,1.0
1.0,0.3246525824069977,-2.7694478034973145,0.0
1.0,-1.1650950908660889,-1.687333106994629,0.0
0.0,-0.5500659942626953,3.0677268505096436,1.0
1.0,1.8298890590667725,2.0513477325439453,1.0
0.0,0.5369336009025574,2.21718168258667,0.0
0.0,1.5158894062042236,-0.8491841554641724,0.0
0.0,0.6220827698707581,1.0848603248596191,0.0
1.0,-1.0675065517425537,0.700570821762085,0.0
1.0,-1.3684616088867188,-0.7553557753562927,0.0
1.0,0.04216444492340088,-3.4210901260375977,0.0
0.0,0.7492080330848694,0.8053165078163147,1.0
1.0,0.2900574207305908,-0.2915459871292114,1.0
0.0,-1.5037782192230225,-0.26788508892059326,1.0
0.0,-0.06679993867874146,0.9770679473876953,0.0
0.0,-0.5619834661483765,-0.05719955265522003,0.0
0.0,-0.26579469442367554,0.5119023323059082,0.0
1.0,-2.6086816787719727,-1.879468560218811,0.0
1.0,-0.9509169459342957,-0.4640975892543793,0.0
0.0,-0.741120457649231,-0.5751656889915466,1.0
1.0,-1.9801220893859863,0.050419263541698456,0.0
0.0,1.416626214981079,1.880857229232788,1.0
0.0,-1.4713186025619507,-0.7588035464286804,1.0
0.0,0.3791888356208801,-0.4560663104057312,1.0
0.0,1.5204538106918335,1.049000859260559,0.0
0.0,-0.16583126783370972,3.413804531097412,1.0
1.0,-0.29522550106048584,1.2543277740478516,0.0
1.0,0.08709919452667236,-0.0950547605752945,1.0
0.0,0.49570250511169434,1.3521392345428467,1.0
0.0,1.2823271751403809,0.16987138986587524,1.0
0.0,1.4792307615280151,0.742073655128479,0.0
1.0,0.18317216634750366,-0.9903345704078674,0.0
1.0,-1.4989508390426636,0.5726782083511353,0.0
1.0,-1.444219708442688,-2.4257450103759766,0.0
0.0,0.7228366732597351,0.5867762565612793,0.0
1.0,-3.959399938583374,-3.300743579864502,0.0
1.0,-0.5400366187095642,-2.1168200969696045,0.0
1.0,1.1464775800704956,0.820708155632019,0.0
1.0,-0.6661912798881531,-0.30185651779174805,0.0
1.0,-2.1414473056793213,-0.9087369441986084,0.0
1.0,0.63286292552948,-0.32018983364105225,0.0
1.0,0.3018224239349365,-3.4148619174957275,0.0
1.0,0.40379655361175537,-1.1084520816802979,0.0
0.0,0.14771580696105957,0.8065675497055054,0.0
